application_number,sponsor_name,brand_name,product_number,reference_drug,active_ingredients,referenced_standard,dosage_form,route,marketing_status
ANDA085037,EPIC PHARMA LLC,LIDOCAINE HYDROCHLORIDE,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA085037,EPIC PHARMA LLC,LIDOCAINE HYDROCHLORIDE,002,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA085056,ORTHO MCNEIL PHARM,TYLENOL W/ CODEINE,003,No,,No,TABLET,ORAL,Discontinued
ANDA085056,ORTHO MCNEIL PHARM,TYLENOL W/ CODEINE,001,No,,No,TABLET,ORAL,Discontinued
ANDA085056,ORTHO MCNEIL PHARM,TYLENOL W/ CODEINE,004,No,,No,TABLET,ORAL,Discontinued
ANDA085056,ORTHO MCNEIL PHARM,TYLENOL W/ CODEINE,002,No,,No,TABLET,ORAL,Discontinued
ANDA085075,FLEMING PHARMS,AEROLATE III,003,No,,No,"CAPSULE, EXTENDED RELEASE",ORAL,Discontinued
ANDA085075,FLEMING PHARMS,AEROLATE SR,001,No,,No,"CAPSULE, EXTENDED RELEASE",ORAL,Discontinued
ANDA085075,FLEMING PHARMS,AEROLATE JR,002,No,,No,"CAPSULE, EXTENDED RELEASE",ORAL,Discontinued
ANDA085087,RACHELLE,CHLORDIAZACHEL,001,No,,No,CAPSULE,ORAL,Discontinued
ANDA085095,TEVA,STATOBEX-G,001,No,,No,TABLET,ORAL,Discontinued
NDA018168,GD SEARLE LLC,DEMULEN 1/35-21,001,No,,No,TABLET,ORAL-21,Discontinued
ANDA085104,PHARMAVITE,CHLORPHENIRAMINE MALEATE,001,No,,No,TABLET,ORAL,Discontinued
ANDA085105,WATSON LABS,TRIHEXYPHENIDYL HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA085120,FERRANTE,CHLORDIAZEPOXIDE HYDROCHLORIDE,001,No,,No,CAPSULE,ORAL,Discontinued
ANDA085144,PUREPAC PHARM,CHLORDIAZEPOXIDE HYDROCHLORIDE,001,No,,No,CAPSULE,ORAL,Discontinued
ANDA085148,NOVARTIS,ASBRON,001,No,,No,TABLET,ORAL,Discontinued
ANDA085191,TEVA,HYDROCORTISONE,001,No,,No,CREAM,TOPICAL,Discontinued
ANDA085200,SANDOZ,IMIPRAMINE HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA085218,WARNER CHILCOTT,ACETAMINOPHEN AND CODEINE PHOSPHATE,002,No,,No,TABLET,ORAL,Discontinued
NDA018186,B BRAUN,SODIUM LACTATE 0.167 MOLAR IN PLASTIC CONTAINER,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA085231,WATSON LABS,PYRILAMINE MALEATE,001,No,,No,TABLET,ORAL,Discontinued
ANDA085233,WATSON LABS,HYDROCHLOROTHIAZIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA085237,WATSON LABS,NATURAL ESTROGENIC SUBSTANCE-ESTRONE,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA085239,DR REDDYS,ESTRONE,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA085269,ANI PHARMS,MECLIZINE HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Discontinued
NDA018197,BASF,IBU,001,No,,No,TABLET,ORAL,Discontinued
NDA018197,BASF,RUFEN,002,No,,No,TABLET,ORAL,Discontinued
ANDA085289,KV PHARM,AMINOPHYLLINE,001,No,,No,TABLET,ORAL,Discontinued
ANDA085291,SANDOZ,ACETAMINOPHEN AND CODEINE PHOSPHATE,002,No,,No,TABLET,ORAL,Discontinued
ANDA085298,SOLVAY,CIN-QUIN,001,No,,No,TABLET,ORAL,Discontinued
ANDA085322,PERRIGO,QUINIDINE SULFATE,001,No,,No,TABLET,ORAL,Discontinued
ANDA085363,KV PHARM,ACETAMINOPHEN AND CODEINE PHOSPHATE,001,No,,No,TABLET,ORAL,Discontinued
ANDA085402,SANDOZ,PHENDIMETRAZINE TARTRATE,001,No,,No,TABLET,ORAL,Discontinued
ANDA085409,VINTAGE PHARMS,AMINOPHYLLINE,001,No,,No,TABLET,ORAL,Discontinued
NDA007953,ALLERGAN,PREFRIN-A,001,No,,No,SOLUTION/DROPS,OPHTHALMIC,Discontinued
ANDA085444,WHITEWORTH TOWN PLSN,QUINIDINE SULFATE,001,No,,No,TABLET,ORAL,Discontinued
ANDA085461,BAUSCH,LIBRIUM,001,Yes,,No,CAPSULE,ORAL,Prescription
ANDA085475,BAUSCH,LIBRIUM,001,Yes,,No,CAPSULE,ORAL,Prescription
ANDA085499,BAXTER HLTHCARE,POTASSIUM CHLORIDE,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA085506,SUN PHARM INDUSTRIES,DIPHENOXYLATE HYDROCHLORIDE AND ATROPINE SULFATE,001,No,,No,TABLET,ORAL,Discontinued
ANDA085525,KV PHARM,PHENDIMETRAZINE TARTRATE,001,No,,No,TABLET,ORAL,Discontinued
NDA018229,B BRAUN,DEXTROSE 10% AND SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA085540,PARKE DAVIS,ISOPROTERENOL HYDROCHLORIDE,001,No,,No,SOLUTION,INHALATION,Discontinued
ANDA085563,WATSON LABS,GLYCOPYRROLATE,001,No,,No,TABLET,ORAL,Discontinued
ANDA085567,WATSON LABS,AMINOPHYLLINE,001,No,,No,TABLET,ORAL,Discontinued
ANDA085583,WATSON LABS,QUINIDINE SULFATE,001,No,,No,TABLET,ORAL,Discontinued
NDA018233,OTSUKA ICU MEDCL,STERILE WATER FOR INJECTION IN PLASTIC CONTAINER,001,Yes,,Yes,LIQUID,N/A,Prescription
ANDA085611,IVAX PHARMS,PHENDIMETRAZINE TARTRATE,001,No,,No,TABLET,ORAL,Discontinued
ANDA085621,KV PHARM,DIPHENHYDRAMINE HYDROCHLORIDE,001,No,,No,ELIXIR,ORAL,Discontinued
ANDA085650,HEATHER,METHYLPREDNISOLONE,001,No,,No,TABLET,ORAL,Discontinued
ANDA085734,B BRAUN,AMMONIUM CHLORIDE 2.14%,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA085743,MUTUAL PHARM,AMITRIPTYLINE HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA085744,MUTUAL PHARM,AMITRIPTYLINE HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA085767,WATSON LABS,PHENDIMETRAZINE TARTRATE,001,No,,No,TABLET,ORAL,Discontinued
ANDA085769,WATSON LABS,BROMPHENIRAMINE MALEATE,001,No,,No,TABLET,ORAL,Discontinued
ANDA085770,WATSON LABS,PHENDIMETRAZINE TARTRATE,001,No,,No,TABLET,ORAL,Discontinued
ANDA085771,WATSON LABS,"HYDRALAZINE, HYDROCHLOROTHIAZIDE W/ RESERPINE",001,No,,No,TABLET,ORAL,Discontinued
ANDA085777,IVAX PHARMS,SELENIUM SULFIDE,001,No,,No,LOTION/SHAMPOO,TOPICAL,Discontinued
ANDA085785,SANDOZ,TRIFLUOPERAZINE HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Prescription
ANDA085798,WHITEWORTH TOWN PLSN,SECOBARBITAL SODIUM,001,No,,No,CAPSULE,ORAL,Discontinued
ANDA085811,ELKINS SINN,PREDNISONE,001,No,,No,TABLET,ORAL,Discontinued
ANDA085821,WATSON LABS,AMITRIPTYLINE HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA085825,WATSON LABS,TRIAMCINOLONE ACETONIDE,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA085840,WATSON LABS,DEXAMETHASONE,001,No,,No,TABLET,ORAL,Discontinued
ANDA085867,PUREPAC PHARM,SECOBARBITAL SODIUM,001,No,,No,CAPSULE,ORAL,Discontinued
ANDA085873,ALPHARMA US PHARMS,BUTABARB,001,No,,No,ELIXIR,ORAL,Discontinued
ANDA085893,SOLVAY,UNIPRES,001,No,,No,TABLET,ORAL,Discontinued
ANDA085916,SANDOZ,DIETHYLPROPION HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA085940,ALPHARMA US PHARMS,TRIPROLIDINE HYDROCHLORIDE,001,No,,No,SYRUP,ORAL,Discontinued
ANDA085944,ROXANE,AMITRIPTYLINE HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA085970,SANDOZ,AMITRIPTYLINE HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Prescription
ANDA085974,WATSON LABS,SPIRONOLACTONE W/ HYDROCHLOROTHIAZIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA085976,WATSON LABS,TRIFLUOPERAZINE HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA085994,PARKE DAVIS,ISOPROTERENOL HYDROCHLORIDE,001,No,,No,SOLUTION,INHALATION,Discontinued
ANDA086009,AUROBINDO PHARMA USA,AMITRIPTYLINE HYDROCHLORIDE,005,No,,No,TABLET,ORAL,Prescription
ANDA086009,AUROBINDO PHARMA USA,AMITRIPTYLINE HYDROCHLORIDE,003,No,,No,TABLET,ORAL,Prescription
ANDA086009,AUROBINDO PHARMA USA,AMITRIPTYLINE HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Prescription
ANDA086009,AUROBINDO PHARMA USA,AMITRIPTYLINE HYDROCHLORIDE,006,No,,No,TABLET,ORAL,Prescription
ANDA086009,AUROBINDO PHARMA USA,AMITRIPTYLINE HYDROCHLORIDE,004,No,,No,TABLET,ORAL,Prescription
ANDA086009,AUROBINDO PHARMA USA,AMITRIPTYLINE HYDROCHLORIDE,002,No,,No,TABLET,ORAL,Prescription
ANDA086069,ABBVIE,ESTRACE,001,Yes,,Yes,CREAM,VAGINAL,Prescription
ANDA086096,WATSON LABS,CHLORPHENIRAMINE MALEATE,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA086130,SANDOZ,PROBENECID AND COLCHICINE,001,No,,No,TABLET,ORAL,Discontinued
ANDA086147,ROXANE,AMITRIPTYLINE HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA086150,WATSON LABS,PROBENECID,002,No,,No,TABLET,ORAL,Discontinued
ANDA086155,TARO,HYDROCORTISONE,001,No,,No,CREAM,TOPICAL,Discontinued
ANDA086156,SUN PHARMA CANADA,NITROFURAZONE,001,No,,No,OINTMENT,TOPICAL,Discontinued
ANDA086157,MYLAN,AMITRIPTYLINE HYDROCHLORIDE,001,No,,,TABLET,ORAL,Prescription
ANDA086159,WATSON LABS,METHYLPREDNISOLONE,001,No,,No,TABLET,ORAL,Discontinued
ANDA086195,MYLAN SPECIALITY LP,PROCTOFOAM HC,001,Yes,,Yes,"AEROSOL, METERED",TOPICAL,Prescription
ANDA086264,KV PHARM,ERGOLOID MESYLATES,001,No,,No,TABLET,SUBLINGUAL,Discontinued
ANDA086268,LEDERLE,IMIPRAMINE HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA086275,SUN PHARMA CANADA,TRIAMCINOLONE ACETONIDE,001,No,,No,CREAM,TOPICAL,Discontinued
ANDA086276,SUN PHARMA CANADA,TRIAMCINOLONE ACETONIDE,001,No,,No,CREAM,TOPICAL,Discontinued
ANDA086358,BRISTOL,MEXATE,004,Yes,,No,INJECTABLE,INJECTION,Discontinued
ANDA086358,BRISTOL,MEXATE,002,Yes,,No,INJECTABLE,INJECTION,Discontinued
ANDA086358,BRISTOL,MEXATE,003,Yes,,No,INJECTABLE,INJECTION,Discontinued
ANDA086358,BRISTOL,MEXATE,001,Yes,,No,INJECTABLE,INJECTION,Discontinued
ANDA086389,INTL MEDICATION,LIDOCAINE HYDROCHLORIDE VISCOUS,001,No,,No,SOLUTION,ORAL,Discontinued
ANDA086420,WATSON LABS,TESTOSTERONE,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA086440,SCHERER RP,DIPHENOXYLATE HYDROCHLORIDE W/ ATROPINE SULFATE,001,No,,No,CAPSULE,ORAL,Discontinued
ANDA086459,DR REDDYS,METHOCARBAMOL,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA086462,SOLVAY,DERMACORT,001,No,,No,LOTION,TOPICAL,Discontinued
ANDA086480,ORTHO MCNEIL PHARM,THEOPHYL-SR,001,No,,No,"CAPSULE, EXTENDED RELEASE",ORAL,Discontinued
ANDA086545,ALPHARMA US PHARMS,THEOPHYLLINE,001,Yes,,No,SYRUP,ORAL,Discontinued
ANDA086554,SHIRE RICHWOOD,X-TROZINE,001,No,,No,TABLET,ORAL,Discontinued
ANDA086594,WATSON LABS,HYDROCHLOROTHIAZIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA086619,BAXTER HLTHCARE,HYDROCORTISONE SODIUM SUCCINATE,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA086705,WATSON LABS,HYDROXYZINE PAMOATE,001,No,,No,CAPSULE,ORAL,Discontinued
ANDA086720,PHARM ASSOC,THEOPHYLLINE,001,No,,No,ELIXIR,ORAL,Discontinued
ANDA086740,WATSON LABS,PHENTERMINE HYDROCHLORIDE,001,No,,No,CAPSULE,ORAL,Discontinued
ANDA086760,PHARM RES ASSOC,PHYLLOCONTIN,001,No,,No,"TABLET, EXTENDED RELEASE",ORAL,Discontinued
ANDA086764,DEY,ISOPROTERENOL HYDROCHLORIDE,001,No,,No,SOLUTION,INHALATION,Discontinued
ANDA086821,HOSPIRA,HYDROXYZINE HYDROCHLORIDE,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA086857,TEVA,AMITRIPTYLINE HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Discontinued
NDA018335,GE HEALTHCARE,AMERSCAN MDP KIT,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA086874,LEDERLE,DIPHENHYDRAMINE HYDROCHLORIDE,001,No,,No,CAPSULE,ORAL,Discontinued
ANDA086876,LEDERLE,CHLORDIAZEPOXIDE HYDROCHLORIDE,001,No,,No,CAPSULE,ORAL,Discontinued
ANDA086885,PARKE DAVIS,PROMAPAR,001,No,,No,TABLET,ORAL,Discontinued
ANDA086941,LEDERLE,CHLORPHENIRAMINE MALEATE,001,No,,No,TABLET,ORAL,Discontinued
ANDA086942,LEDERLE,PROCAINAMIDE HYDROCHLORIDE,001,No,,No,CAPSULE,ORAL,Discontinued
ANDA086950,LEDERLE,DIPHENOXYLATE HYDROCHLORIDE AND ATROPINE SULFATE,001,No,,No,TABLET,ORAL,Discontinued
ANDA086998,SCHERING,THEO-DUR,001,Yes,,No,"TABLET, EXTENDED RELEASE",ORAL,Discontinued
ANDA087004,IVAX PHARMS,SPIRONOLACTONE W/ HYDROCHLOROTHIAZIDE,002,No,,No,TABLET,ORAL,Discontinued
ANDA087022,LANNETT,PHENTERMINE HYDROCHLORIDE,001,No,,No,CAPSULE,ORAL,Discontinued
ANDA087022,LANNETT,PHENTERMINE HYDROCHLORIDE,002,No,,No,CAPSULE,ORAL,Discontinued
ANDA087037,LEDERLE,CHLORDIAZEPOXIDE HYDROCHLORIDE,001,No,,No,CAPSULE,ORAL,Discontinued
ANDA087060,DAVA PHARMS INC,HYDROCHLOROTHIAZIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA087082,WATSON LABS,CHLORTHALIDONE,001,No,,No,TABLET,ORAL,Discontinued
NDA018362,OTSUKA ICU MEDCL,POTASSIUM CHLORIDE 5MEQ IN DEXTROSE 5% AND SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER,008,Yes,,No,INJECTABLE,INJECTION,Discontinued
NDA018362,OTSUKA ICU MEDCL,POTASSIUM CHLORIDE 15MEQ IN DEXTROSE 5% AND SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER,006,Yes,,No,INJECTABLE,INJECTION,Discontinued
NDA018362,OTSUKA ICU MEDCL,POTASSIUM CHLORIDE 5MEQ IN DEXTROSE 5% AND SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER,004,Yes,,No,INJECTABLE,INJECTION,Discontinued
NDA018362,OTSUKA ICU MEDCL,POTASSIUM CHLORIDE 20MEQ IN DEXTROSE 5% AND SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER,010,Yes,,Yes,INJECTABLE,INJECTION,Prescription
NDA018362,OTSUKA ICU MEDCL,POTASSIUM CHLORIDE 30MEQ IN DEXTROSE 5% AND SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER,002,Yes,,Yes,INJECTABLE,INJECTION,Prescription
NDA018362,OTSUKA ICU MEDCL,POTASSIUM CHLORIDE 10MEQ IN DEXTROSE 5% AND SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER,009,Yes,,Yes,INJECTABLE,INJECTION,Prescription
NDA018362,OTSUKA ICU MEDCL,POTASSIUM CHLORIDE 20MEQ IN DEXTROSE 5% AND SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER,007,Yes,,No,INJECTABLE,INJECTION,Discontinued
NDA018362,OTSUKA ICU MEDCL,POTASSIUM CHLORIDE 10MEQ IN DEXTROSE 5% AND SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER,005,Yes,,Yes,INJECTABLE,INJECTION,Prescription
NDA018362,OTSUKA ICU MEDCL,POTASSIUM CHLORIDE 40MEQ IN DEXTROSE 5% AND SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER,003,Yes,,Yes,INJECTABLE,INJECTION,Prescription
NDA018365,OTSUKA ICU MEDCL,POTASSIUM CHLORIDE 15MEQ IN DEXTROSE 5% AND SODIUM CHLORIDE 0.225% IN PLASTIC CONTAINER,008,No,,No,INJECTABLE,INJECTION,Discontinued
NDA018365,OTSUKA ICU MEDCL,POTASSIUM CHLORIDE 10MEQ IN DEXTROSE 5% AND SODIUM CHLORIDE 0.225% IN PLASTIC CONTAINER,006,Yes,,No,INJECTABLE,INJECTION,Discontinued
NDA018365,OTSUKA ICU MEDCL,POTASSIUM CHLORIDE 40MEQ IN DEXTROSE 5% AND SODIUM CHLORIDE 0.225% IN PLASTIC CONTAINER,004,No,,No,INJECTABLE,INJECTION,Discontinued
NDA018365,OTSUKA ICU MEDCL,POTASSIUM CHLORIDE 10MEQ IN DEXTROSE 5% AND SODIUM CHLORIDE 0.225% IN PLASTIC CONTAINER,002,Yes,,No,INJECTABLE,INJECTION,Discontinued
NDA018365,OTSUKA ICU MEDCL,POTASSIUM CHLORIDE 20MEQ IN DEXTROSE 5% AND SODIUM CHLORIDE 0.225% IN PLASTIC CONTAINER,009,Yes,,No,INJECTABLE,INJECTION,Discontinued
NDA018365,OTSUKA ICU MEDCL,POTASSIUM CHLORIDE 5MEQ IN DEXTROSE 5% AND SODIUM CHLORIDE 0.225% IN PLASTIC CONTAINER,007,No,,No,INJECTABLE,INJECTION,Discontinued
NDA018365,OTSUKA ICU MEDCL,POTASSIUM CHLORIDE 5MEQ IN DEXTROSE 5% AND SODIUM CHLORIDE 0.225% IN PLASTIC CONTAINER,005,No,,No,INJECTABLE,INJECTION,Discontinued
NDA018365,OTSUKA ICU MEDCL,POTASSIUM CHLORIDE 30MEQ IN DEXTROSE 5% AND SODIUM CHLORIDE 0.225% IN PLASTIC CONTAINER,003,No,,No,INJECTABLE,INJECTION,Discontinued
NDA018365,OTSUKA ICU MEDCL,POTASSIUM CHLORIDE 20MEQ IN DEXTROSE 5% AND SODIUM CHLORIDE 0.225% IN PLASTIC CONTAINER,001,Yes,,Yes,INJECTABLE,INJECTION,Prescription
ANDA087184,BARR,DIPYRIDAMOLE,001,No,,No,TABLET,ORAL,Prescription
NDA018370,SUPERPHARM,FUROSEMIDE,001,No,,No,TABLET,ORAL,Discontinued
NDA018370,SUPERPHARM,FUROSEMIDE,002,No,,No,TABLET,ORAL,Discontinued
ANDA087208,SANDOZ,PHENTERMINE HYDROCHLORIDE,001,No,,No,CAPSULE,ORAL,Discontinued
ANDA087216,IVAX PHARMS,HYDROXYZINE HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA087228,MD PHARM,CHLOROQUINE PHOSPHATE,001,No,,No,TABLET,ORAL,Discontinued
ANDA087247,SUPERPHARM,CHLORTHALIDONE,001,No,,No,TABLET,ORAL,Discontinued
ANDA087276,WATSON LABS,ACETAMINOPHEN AND CODEINE PHOSPHATE,001,No,,No,TABLET,ORAL,Discontinued
ANDA087278,WEST WARD,AMITRIPTYLINE HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Discontinued
NDA018376,B BRAUN,DEXTROSE 2.5% AND SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA087284,VITARINE,CYPROHEPTADINE HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA087285,PADAGIS US,TRIPLE SULFA,001,No,,No,CREAM,VAGINAL,Discontinued
ANDA087300,ALLERGAN HERBERT,FLUONID,001,No,,No,GEL,TOPICAL,Discontinued
NDA018379,FRESENIUS MEDCL,DELFLEX W/ DEXTROSE 3.5% IN PLASTIC CONTAINER,007,No,,No,SOLUTION,INTRAPERITONEAL,Discontinued
NDA018379,FRESENIUS MEDCL,DELFLEX-LM W/ DEXTROSE 2.5% IN PLASTIC CONTAINER,005,No,,No,SOLUTION,INTRAPERITONEAL,Discontinued
NDA018379,FRESENIUS MEDCL,DELFLEX W/ DEXTROSE 2.5% IN PLASTIC CONTAINER,003,No,,No,SOLUTION,INTRAPERITONEAL,Discontinued
NDA018379,FRESENIUS MEDCL,DELFLEX W/ DEXTROSE 4.25% IN PLASTIC CONTAINER,001,No,,No,SOLUTION,INTRAPERITONEAL,Discontinued
NDA018379,FRESENIUS MEDCL,DELFLEX-LM W/ DEXTROSE 3.5% IN PLASTIC CONTAINER,008,No,,No,SOLUTION,INTRAPERITONEAL,Discontinued
NDA018379,FRESENIUS MEDCL,DELFLEX-LM W/ DEXTROSE 4.25% IN PLASTIC CONTAINER,006,No,,No,SOLUTION,INTRAPERITONEAL,Discontinued
NDA018379,FRESENIUS MEDCL,DELFLEX-LM W/ DEXTROSE 1.5% IN PLASTIC CONTAINER,004,No,,No,SOLUTION,INTRAPERITONEAL,Discontinued
NDA018379,FRESENIUS MEDCL,DELFLEX W/ DEXTROSE 1.5% IN PLASTIC CONTAINER,002,No,,No,SOLUTION,INTRAPERITONEAL,Discontinued
ANDA087312,KV PHARM,CHLORTHALIDONE,001,No,,No,TABLET,ORAL,Discontinued
NDA018380,HOSPIRA,SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER,001,No,,No,SOLUTION,IRRIGATION,Discontinued
ANDA087328,IVAX PHARMS,TRIFLUOPERAZINE HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA087361,APOTHECON,PRONESTYL-SR,001,No,,No,"TABLET, EXTENDED RELEASE",ORAL,Discontinued
ANDA087375,IVAX PHARMS,FLUTEX,001,No,,No,OINTMENT,TOPICAL,Discontinued
ANDA087377,IVAX PHARMS,FLUTEX,001,No,,No,OINTMENT,TOPICAL,Discontinued
ANDA087424,VITARINE,PHENDIMETRAZINE TARTRATE,001,No,,No,CAPSULE,ORAL,Discontinued
ANDA087427,IVAX PHARMS,NOGENIC HC,001,No,,No,CREAM,TOPICAL,Discontinued
ANDA087429,IVAX PHARMS,TRIATEX,001,No,,No,CREAM,TOPICAL,Discontinued
ANDA087444,WATSON LABS,BETHANECHOL CHLORIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA087463,SPECGX LLC,OXYCET,001,No,,No,TABLET,ORAL,Prescription
ANDA087471,UPSHER SMITH,PREDNISONE,001,No,,No,TABLET,ORAL,Discontinued
ANDA087504,TEVA,CHLOROQUINE PHOSPHATE,001,No,,No,TABLET,ORAL,Discontinued
ANDA087525,ASCOT,CHLORDIAZEPOXIDE HYDROCHLORIDE,001,No,,No,CAPSULE,ORAL,Discontinued
ANDA087540,ASCOT,HYDROCHLOROTHIAZIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA087598,WATSON LABS,NANDROLONE DECANOATE,001,No,,No,INJECTABLE,INJECTION,Discontinued
NDA018420,WARNER CHILCOTT,FUROSEMIDE,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA087619,VANGARD,IMIPRAMINE HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA087637,MIZA PHARMS USA,TROPICAMIDE,001,No,,No,SOLUTION/DROPS,OPHTHALMIC,Discontinued
ANDA087645,VANGARD,CHLORPROMAZINE HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Discontinued
NDA018423,MOLNLYCKE HLTH,HIBICLENS,001,Yes,,No,SPONGE,TOPICAL,Discontinued
ANDA087677,ASCHER,HY-PHEN,001,No,,No,TABLET,ORAL,Discontinued
ANDA087685,ASCOT,CYPROHEPTADINE HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA087693,PANGEA,ERGOMAR,001,No,,Yes,TABLET,SUBLINGUAL,Prescription
ANDA087731,BAYER HLTHCARE,UROVIST CYSTO PEDIATRIC,001,No,,No,SOLUTION,URETERAL,Discontinued
ANDA087742,ROXANE,OXYCODONE AND ASPIRIN (HALF-STRENGTH),001,No,,No,TABLET,ORAL,Discontinued
ANDA087766,ALPHARMA US PHARMS,THIORIDAZINE HYDROCHLORIDE,001,No,,No,CONCENTRATE,ORAL,Discontinued
ANDA087771,ALCON,CETAPRED,001,No,,No,OINTMENT,OPHTHALMIC,Discontinued
ANDA087776,USL PHARMA,IMIPRAMINE HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA087804,SPECGX LLC,"BUTALBITAL, ACETAMINOPHEN AND CAFFEINE",001,No,,No,TABLET,ORAL,Discontinued
ANDA087827,USL PHARMA,HYDROCHLOROTHIAZIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA087835,WATSON LABS,OXTRIPHYLLINE,001,No,,No,"TABLET, DELAYED RELEASE",ORAL,Discontinued
NDA018462,ABBOTT,RINGER'S IN PLASTIC CONTAINER,001,No,,No,SOLUTION,IRRIGATION,Discontinued
ANDA087852,INTL MEDICATION,METHYLPREDNISOLONE SODIUM SUCCINATE,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA087860,MUTUAL PHARM,HYDROXYZINE HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA087867,INTL MEDICATION,AMINOPHYLLINE,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA087868,INTL MEDICATION,AMINOPHYLLINE,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA087906,SMITH AND NEPHEW,HEPARIN LOCK FLUSH,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA087907,ARMSTRONG PHARMS,EPINEPHRINE,001,No,,No,"AEROSOL, METERED",INHALATION,Discontinued
NDA018470,NOVARTIS,CIBACALCIN,001,No,,No,INJECTABLE,INJECTION,Discontinued
NDA018471,BAYER HEALTHCARE LLC,OCUCLEAR,001,No,,No,SOLUTION/DROPS,OPHTHALMIC,Discontinued
ANDA087947,IVAX PHARMS,CHLORTHALIDONE,001,No,,No,TABLET,ORAL,Discontinued
ANDA087954,HOSPIRA,VITAMIN K1,001,Yes,,Yes,INJECTABLE,INJECTION,Prescription
ANDA087973,WATSON LABS,DISULFIRAM,001,No,,No,TABLET,ORAL,Discontinued
ANDA087977,LNK,DIPHENHYDRAMINE HYDROCHLORIDE,001,No,,No,CAPSULE,ORAL,Discontinued
ANDA087991,PHARMADERM,TRIAMCINOLONE ACETONIDE,001,No,,No,CREAM,TOPICAL,Discontinued
ANDA088008,PHARMOBEDIENT,HYDROCODONE BITARTRATE AND HOMATROPINE METHYLBROMIDE,001,No,,No,SYRUP,ORAL,Prescription
