application_number,sponsor_name,brand_name,product_number,reference_drug,active_ingredients,referenced_standard,dosage_form,route,marketing_status
ANDA084446,ROBINS AH,PHENAPHEN W/ CODEINE NO. 4,001,Yes,,No,CAPSULE,ORAL,Discontinued
ANDA084471,PURACAP PHARM,METHOCARBAMOL,001,No,,No,TABLET,ORAL,Discontinued
ANDA084488,SUN PHARM INDUSTRIES,METHOCARBAMOL,001,No,,No,TABLET,ORAL,Discontinued
ANDA084493,EPIC PHARMA LLC,DEXAMETHASONE SODIUM PHOSPHATE,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA084498,WATSON LABS,ACETAZOLAMIDE,002,No,,No,TABLET,ORAL,Discontinued
ANDA084500,BRISTOL MYERS SQUIBB,ESTRACE,001,Yes,,No,TABLET,ORAL,Discontinued
ANDA084517,WATSON LABS,PROMAZINE HYDROCHLORIDE,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA084552,PANRAY,AMINOPHYLLINE,001,No,,No,TABLET,ORAL,Discontinued
ANDA084552,PANRAY,AMINOPHYLLINE,002,No,,No,TABLET,ORAL,Discontinued
ANDA084553,ALRA,COMPOUND 65,002,No,,No,CAPSULE,ORAL,Discontinued
ANDA084555,SUN PHARM INDUSTRIES,PROMETHAZINE HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA084560,PERRIGO,SODIUM PENTOBARBITAL,001,No,,No,CAPSULE,ORAL,Discontinued
ANDA084590,ANABOLIC,SODIUM PENTOBARBITAL,001,No,,No,CAPSULE,ORAL,Discontinued
ANDA084614,ROXANE,DEXAMETHASONE,001,No,,No,TABLET,ORAL,Discontinued
ANDA084627,PHARMAVITE,QUINIDINE SULFATE,001,No,,No,TABLET,ORAL,Discontinued
ANDA084634,MUTUAL PHARM,PREDNISONE,001,No,,No,TABLET,ORAL,Discontinued
ANDA084655,SCHWARZ PHARMA,PREDNICEN-M,001,No,,No,TABLET,ORAL,Discontinued
ANDA084662,PHARMAVITE,PREDNISONE,002,No,,No,TABLET,ORAL,Discontinued
ANDA084663,PHARMAVITE,RESERPINE,001,No,,No,TABLET,ORAL,Discontinued
ANDA084709,ROXANE,TRIAMCINOLONE,001,No,,No,TABLET,ORAL,Discontinued
ANDA084714,ABC HOLDING,HYDRO-RESERP,002,No,,No,TABLET,ORAL,Discontinued
NDA018132,HOSPIRA,DOPAMINE HYDROCHLORIDE,004,Yes,,Yes,INJECTABLE,INJECTION,Prescription
NDA018132,HOSPIRA,DOPAMINE HYDROCHLORIDE,002,Yes,,Yes,INJECTABLE,INJECTION,Prescription
NDA018132,HOSPIRA,DOPAMINE HYDROCHLORIDE,003,Yes,,Yes,INJECTABLE,INJECTION,Prescription
NDA018132,HOSPIRA,DOPAMINE HYDROCHLORIDE,001,Yes,,Yes,INJECTABLE,INJECTION,Prescription
ANDA084717,CENT PHARMS,PREDNISOLONE ACETATE,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA084717,CENT PHARMS,PREDNISOLONE ACETATE,002,No,,No,INJECTABLE,INJECTION,Discontinued
NDA007935,DELCOR ASSET CORP,PHENERGAN,004,Yes,,No,TABLET,ORAL,Discontinued
NDA007935,DELCOR ASSET CORP,PHENERGAN,002,Yes,,No,TABLET,ORAL,Discontinued
NDA007935,DELCOR ASSET CORP,PHENERGAN,003,Yes,,No,TABLET,ORAL,Discontinued
NDA018144,PARKE DAVIS,CENTRAX,002,No,,No,CAPSULE,ORAL,Discontinued
NDA018144,PARKE DAVIS,CENTRAX,003,No,,No,CAPSULE,ORAL,Discontinued
NDA018144,PARKE DAVIS,CENTRAX,001,No,,No,CAPSULE,ORAL,Discontinued
ANDA084802,LEDERLE,CHLORPROMAZINE HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA084827,SANDOZ,"HYDRO-SERP ""25""",001,No,,No,TABLET,ORAL,Discontinued
ANDA084855,EPIC PHARMA LLC,DEXAMETHASONE SODIUM PHOSPHATE,001,No,,No,SOLUTION/DROPS,OTIC,Discontinued
ANDA084920,UPSHER SMITH LABS,CHLORDIAZEPOXIDE HYDROCHLORIDE,001,Yes,,No,CAPSULE,ORAL,Discontinued
ANDA084923,IMPAX LABS,HYDRALAZINE HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA084926,WEST WARD,SECOBARBITAL SODIUM,001,No,,No,CAPSULE,ORAL,Discontinued
ANDA084946,CARLISLE,ALPHACAINE,001,No,,No,OINTMENT,TOPICAL,Discontinued
ANDA084986,VITARINE,DEXTROAMPHETAMINE SULFATE,001,No,,No,TABLET,ORAL,Discontinued
ANDA085027,PADAGIS US,HYDROCORTISONE,001,No,,No,OINTMENT,TOPICAL,Prescription
ANDA085076,PVT FORM,FEMOGEN,001,No,,No,TABLET,ORAL,Discontinued
ANDA085079,PARKE DAVIS,PROCAN,001,No,,No,CAPSULE,ORAL,Discontinued
ANDA085082,WATSON LABS,DICYCLOMINE HYDROCHLORIDE,001,No,,No,CAPSULE,ORAL,Prescription
ANDA085085,WATSON LABS,PREDNISOLONE,002,No,,No,TABLET,ORAL,Discontinued
ANDA085086,RACHELLE,CHLORDIAZACHEL,001,No,,No,CAPSULE,ORAL,Discontinued
ANDA085088,UPSHER SMITH LABS,HYDRALAZINE HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA085103,LILLY,QUINIDINE SULFATE,001,No,,No,CAPSULE,ORAL,Discontinued
ANDA085117,WATSON LABS,TRIHEXYPHENIDYL HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA085123,HIKMA INTL PHARMS,METHOCARBAMOL,001,No,,No,TABLET,ORAL,Discontinued
ANDA085156,PUREPAC PHARM,DIPHENHYDRAMINE HYDROCHLORIDE,001,No,,No,CAPSULE,ORAL,Discontinued
ANDA085164,PARKE DAVIS,CHLORDIAZEPOXIDE HYDROCHLORIDE,001,No,,No,CAPSULE,ORAL,Discontinued
ANDA085165,WATSON LABS,CHLOROTHIAZIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA085175,KING PHARMS,QUINIDINE SULFATE,001,No,,No,TABLET,ORAL,Discontinued
ANDA085192,WATSON LABS,METHOCARBAMOL,001,No,,No,TABLET,ORAL,Discontinued
ANDA085214,WATSON LABS,HYDROCORTISONE ACETATE,001,No,,No,INJECTABLE,INJECTION,Discontinued
NDA018191,SCHERING PLOUGH,AFRINOL,001,Yes,,No,"TABLET, EXTENDED RELEASE",ORAL,Discontinued
ANDA085264,SANOFI AVENTIS US,BRONKODYL,002,No,,No,CAPSULE,ORAL,Discontinued
ANDA085264,SANOFI AVENTIS US,BRONKODYL,001,No,,No,CAPSULE,ORAL,Discontinued
ANDA085288,KV PHARM,ACETAMINOPHEN AND CODEINE PHOSPHATE,001,No,,No,TABLET,ORAL,Discontinued
ANDA085320,CHARTWELL RX,CAM-METRAZINE,001,No,,No,TABLET,ORAL,Discontinued
ANDA085338,WHITEWORTH TOWN PLSN,H.R.-50,001,No,,No,TABLET,ORAL,Discontinued
ANDA085339,HALSEY,CHLORDIAZEPOXIDE HYDROCHLORIDE,001,No,,No,CAPSULE,ORAL,Discontinued
ANDA085353,CENT PHARMS,THEOCLEAR-100,002,No,,No,TABLET,ORAL,Discontinued
ANDA085353,CENT PHARMS,THEOCLEAR-200,001,No,,No,TABLET,ORAL,Discontinued
ANDA085375,ORTHO MCNEIL PHARM,TYLOX,001,No,,No,CAPSULE,ORAL,Discontinued
ANDA085401,WATSON LABS,RESERPINE,001,No,,No,TABLET,ORAL,Discontinued
ANDA085411,ABC HOLDING,PHENTERMINE HYDROCHLORIDE,001,No,,No,CAPSULE,ORAL,Discontinued
ANDA085447,ABBOTT,A-POXIDE,003,No,,No,CAPSULE,ORAL,Discontinued
ANDA085447,ABBOTT,A-POXIDE,001,No,,No,CAPSULE,ORAL,Discontinued
ANDA085447,ABBOTT,A-POXIDE,002,No,,No,CAPSULE,ORAL,Discontinued
ANDA085513,ABBOTT,A-POXIDE,001,No,,No,CAPSULE,ORAL,Discontinued
ANDA085519,VITARINE,PHENDIMETRAZINE TARTRATE,001,No,,No,TABLET,ORAL,Discontinued
ANDA085527,SYOSSET,HYDROCORTISONE,001,No,,No,CREAM,TOPICAL,Discontinued
ANDA085550,BUNDY,BUTABARBITAL,001,No,,No,TABLET,ORAL,Discontinued
ANDA085600,WATSON LABS,METHYLPREDNISOLONE ACETATE,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA085603,WATSON LABS,TESTOSTERONE CYPIONATE-ESTRADIOL CYPIONATE,001,No,,No,INJECTABLE,INJECTION,Discontinued
NDA018238,NESHER PHARMS,MICRO-K,001,Yes,,No,"CAPSULE, EXTENDED RELEASE",ORAL,Discontinued
NDA018238,NESHER PHARMS,MICRO-K 10,002,Yes,,No,"CAPSULE, EXTENDED RELEASE",ORAL,Discontinued
ANDA085735,MEDPOINTE PHARM HLC,COLONAID,001,No,,No,SOLUTION,ORAL,Discontinued
ANDA085745,MUTUAL PHARM,AMITRIPTYLINE HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Discontinued
NDA018242,TEVA,SULFAMETHOXAZOLE AND TRIMETHOPRIM,001,No,,No,TABLET,ORAL,Discontinued
NDA018242,TEVA,SULFAMETHOXAZOLE AND TRIMETHOPRIM,002,No,,No,TABLET,ORAL,Discontinued
ANDA085772,WATSON LABS,BUTABARBITAL SODIUM,001,No,,No,TABLET,ORAL,Discontinued
ANDA085779,DR REDDYS,HYDROXYZINE HYDROCHLORIDE,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA085787,CHARTWELL RX,TRIFLUOPERAZINE HYDROCHLORIDE,001,No,,No,CONCENTRATE,ORAL,Discontinued
ANDA085794,MUTUAL PHARM,ACETAMINOPHEN AND CODEINE PHOSPHATE,001,No,,No,TABLET,ORAL,Discontinued
NDA018248,FRESENIUS KABI USA,OXYTOCIN,002,Yes,,Yes,INJECTABLE,INJECTION,Prescription
NDA018248,FRESENIUS KABI USA,OXYTOCIN,003,Yes,,Yes,INJECTABLE,INJECTION,Prescription
NDA018248,FRESENIUS KABI USA,OXYTOCIN,001,Yes,,Yes,INJECTABLE,INJECTION,Prescription
ANDA085852,HOSPIRA,A-METHAPRED,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA085855,HOSPIRA,A-METHAPRED,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA085870,B BRAUN,POTASSIUM CHLORIDE,001,No,,No,INJECTABLE,INJECTION,Prescription
ANDA085880,LANNETT,BUTALAN,001,No,,No,ELIXIR,ORAL,Discontinued
ANDA085907,PVT FORM,ESTERIFIED ESTROGENS,001,No,,No,TABLET,ORAL,Discontinued
ANDA085929,HOSPIRA,A-HYDROCORT,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA085930,HOSPIRA,A-HYDROCORT,001,No,,No,INJECTABLE,INJECTION,Discontinued
NDA018268,B BRAUN,"DEXTROSE 5%, SODIUM CHLORIDE 0.2% AND POTASSIUM CHLORIDE 0.075%",009,No,,No,INJECTABLE,INJECTION,Discontinued
NDA018268,B BRAUN,"DEXTROSE 5%, SODIUM CHLORIDE 0.33% AND POTASSIUM CHLORIDE 0.22% IN PLASTIC CONTAINER",013,No,,No,INJECTABLE,INJECTION,Discontinued
NDA018268,B BRAUN,"DEXTROSE 5%, SODIUM CHLORIDE 0.2% AND POTASSIUM CHLORIDE 0.224% IN PLASTIC CONTAINER",005,No,,No,INJECTABLE,INJECTION,Discontinued
NDA018268,B BRAUN,"DEXTROSE 5%, SODIUM CHLORIDE 0.33% AND POTASSIUM CHLORIDE 0.075% IN PLASTIC CONTAINER",011,No,,No,INJECTABLE,INJECTION,Discontinued
NDA018268,B BRAUN,"DEXTROSE 5%, SODIUM CHLORIDE 0.45% AND POTASSIUM CHLORIDE 0.3% IN PLASTIC CONTAINER",003,No,,No,INJECTABLE,INJECTION,Discontinued
NDA018268,B BRAUN,"DEXTROSE 5%, SODIUM CHLORIDE 0.45% AND POTASSIUM CHLORIDE 0.15% IN PLASTIC CONTAINER",001,No,,No,INJECTABLE,INJECTION,Discontinued
NDA018268,B BRAUN,"DEXTROSE 5%, SODIUM CHLORIDE 0.33% AND POTASSIUM CHLORIDE 0.30% IN PLASTIC CONTAINER",014,No,,No,INJECTABLE,INJECTION,Discontinued
NDA018268,B BRAUN,"DEXTROSE 5%, SODIUM CHLORIDE 0.2% AND POTASSIUM CHLORIDE 0.3% IN PLASTIC CONTAINER",006,No,,No,INJECTABLE,INJECTION,Discontinued
NDA018268,B BRAUN,"DEXTROSE 5%, SODIUM CHLORIDE 0.33% AND POTASSIUM CHLORIDE 0.15% IN PLASTIC CONTAINER",012,No,,No,INJECTABLE,INJECTION,Discontinued
NDA018268,B BRAUN,"DEXTROSE 5%, SODIUM CHLORIDE 0.2% AND POTASSIUM CHLORIDE 0.15% IN PLASTIC CONTAINER",004,No,,No,INJECTABLE,INJECTION,Discontinued
NDA018268,B BRAUN,"DEXTROSE 5%, SODIUM CHLORIDE 0.45% AND POTASSIUM CHLORIDE 0.075%",010,No,,No,INJECTABLE,INJECTION,Discontinued
NDA018268,B BRAUN,"DEXTROSE 5%, SODIUM CHLORIDE 0.45% AND POTASSIUM CHLORIDE 0.22% IN PLASTIC CONTAINER",002,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA086008,BIOGLAN,ALPHADERM,001,No,,No,CREAM,TOPICAL,Discontinued
ANDA086010,MYLAN,AMITRIPTYLINE HYDROCHLORIDE,001,No,,,TABLET,ORAL,Prescription
ANDA086032,ANI PHARMS,ISOSORBIDE DINITRATE,001,No,,No,TABLET,ORAL,Discontinued
NDA018270,B BRAUN,ISOLYTE M W/ DEXTROSE 5% IN PLASTIC CONTAINER,001,No,,No,INJECTABLE,INJECTION,Discontinued
NDA018274,B BRAUN,ISOLYTE S W/ DEXTROSE 5% IN PLASTIC CONTAINER,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA086167,SUN PHARM INDUSTRIES,ISOSORBIDE DINITRATE,001,No,,No,TABLET,ORAL,Discontinued
ANDA086178,WATSON LABS,GLYCOPYRROLATE,001,No,,No,TABLET,ORAL,Discontinued
ANDA086217,MAST MM,CHLORDIAZEPOXIDE HYDROCHLORIDE,001,No,,No,CAPSULE,ORAL,Discontinued
ANDA086243,HERITAGE PHARMS INC,HYDRALAZINE HYDROCHLORIDE,001,No,,,TABLET,ORAL,Discontinued
ANDA086271,AMBIX,HYDROCORTISONE,001,No,,No,CREAM,TOPICAL,Discontinued
ANDA086308,MISSION PHARMA,HOMAPIN-10,001,No,,No,TABLET,ORAL,Discontinued
ANDA086336,UCB INC,AMITRIPTYLINE HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA086456,VITARINE,PHENTERMINE HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA086471,ORTHO MCNEIL PHARM,THEOPHYL-SR,001,No,,No,"CAPSULE, EXTENDED RELEASE",ORAL,Discontinued
ANDA086525,MAST MM,PHENAZINE,001,No,,No,CAPSULE,ORAL,Discontinued
ANDA086550,SHIRE RICHWOOD,X-TROZINE,001,No,,No,TABLET,ORAL,Discontinued
ANDA086551,SHIRE RICHWOOD,X-TROZINE,001,No,,No,TABLET,ORAL,Discontinued
ANDA086574,CHARTWELL RX,TOLBUTAMIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA086651,INTL MEDICATION,ISOETHARINE HYDROCHLORIDE,007,No,,No,SOLUTION,INHALATION,Discontinued
ANDA086651,INTL MEDICATION,ISOETHARINE HYDROCHLORIDE,005,No,,No,SOLUTION,INHALATION,Discontinued
ANDA086651,INTL MEDICATION,ISOETHARINE HYDROCHLORIDE,003,No,,No,SOLUTION,INHALATION,Discontinued
ANDA086651,INTL MEDICATION,ISOETHARINE HYDROCHLORIDE,001,No,,No,SOLUTION,INHALATION,Discontinued
ANDA086651,INTL MEDICATION,ISOETHARINE HYDROCHLORIDE,008,No,,No,SOLUTION,INHALATION,Discontinued
ANDA086651,INTL MEDICATION,ISOETHARINE HYDROCHLORIDE,006,No,,No,SOLUTION,INHALATION,Discontinued
ANDA086651,INTL MEDICATION,ISOETHARINE HYDROCHLORIDE,004,No,,No,SOLUTION,INHALATION,Discontinued
ANDA086651,INTL MEDICATION,ISOETHARINE HYDROCHLORIDE,002,No,,No,SOLUTION,INHALATION,Discontinued
NDA018314,OTSUKA ICU MEDCL,SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,001,No,,No,SOLUTION,IRRIGATION,Prescription
ANDA086695,WATSON LABS,HYDROXYZINE PAMOATE,001,No,,No,CAPSULE,ORAL,Discontinued
ANDA086714,ABRAXIS PHARM,POTASSIUM CHLORIDE,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA086732,CHARTWELL RX,PHENTERMINE HYDROCHLORIDE,002,No,,No,CAPSULE,ORAL,Discontinued
NDA018316,OTSUKA ICU MEDCL,SORBITOL-MANNITOL IN PLASTIC CONTAINER,001,Yes,,Yes,SOLUTION,IRRIGATION,Prescription
ANDA086748,WOCKHARDT,THEOPHYLLINE,001,No,,No,ELIXIR,ORAL,Discontinued
ANDA086754,ABRAXIS PHARM,MANNITOL 25%,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA086763,DEY,ISOETHARINE HYDROCHLORIDE,001,Yes,,No,SOLUTION,INHALATION,Discontinued
ANDA086769,STIEFEL,SCABENE,001,No,,No,LOTION,TOPICAL,Discontinued
ANDA086798,HEATHER,DIPHENOXYLATE HYDROCHLORIDE AND ATROPINE SULFATE,001,No,,No,TABLET,ORAL,Discontinued
ANDA086822,SOLOPAK,HYDROXYZINE HYDROCHLORIDE,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA086833,ACTAVIS MID ATLANTIC,CYPROHEPTADINE HYDROCHLORIDE,001,Yes,,No,SYRUP,ORAL,Discontinued
ANDA086836,WATSON LABS,HYDROXYZINE HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA086837,SCHERING,POLARAMINE,001,No,,No,SYRUP,ORAL,Discontinued
ANDA086840,WATSON LABS,HYDROXYZINE PAMOATE,001,No,,No,CAPSULE,ORAL,Discontinued
ANDA086845,WARNER CHILCOTT,ORLEX,001,No,,No,SOLUTION/DROPS,OTIC,Discontinued
ANDA086880,RISING,HYDROXYZINE HYDROCHLORIDE,001,No,,No,SYRUP,ORAL,Discontinued
NDA018336,BAXTER HLTHCARE,TIS-U-SOL IN PLASTIC CONTAINER,001,No,,No,SOLUTION,IRRIGATION,Prescription
ANDA086890,WATSON LABS TEVA,DISULFIRAM,001,No,,No,TABLET,ORAL,Discontinued
ANDA086893,LEDERLE,CHLORDIAZEPOXIDE HYDROCHLORIDE,001,No,,No,CAPSULE,ORAL,Discontinued
ANDA086901,WATSON LABS,CHLORZOXAZONE,001,No,,No,TABLET,ORAL,Discontinued
ANDA087101,ALPHARMA US PHARMS,ISOETHARINE HYDROCHLORIDE,001,No,,No,SOLUTION,INHALATION,Discontinued
ANDA087104,SUN PHARMA CANADA,FLUOCINOLONE ACETONIDE,001,No,,No,CREAM,TOPICAL,Discontinued
ANDA087159,ALPHARMA US PHARMS,FLUOCINOLONE ACETONIDE,001,No,,No,SOLUTION,TOPICAL,Discontinued
ANDA087160,WATSON LABS,DIPYRIDAMOLE,001,No,,No,TABLET,ORAL,Discontinued
ANDA087164,KV PHARM,CHLORPHENIRAMINE MALEATE,001,No,,No,TABLET,ORAL,Discontinued
ANDA087183,WATSON LABS,ERGOLOID MESYLATES,001,No,,No,TABLET,SUBLINGUAL,Discontinued
ANDA087186,IVAX PHARMS,HYDROGENATED ERGOT ALKALOIDS,001,No,,No,TABLET,SUBLINGUAL,Discontinued
ANDA087193,GRAHAM DM,SOMOPHYLLIN-CRT,001,Yes,,No,"CAPSULE, EXTENDED RELEASE",ORAL,Discontinued
ANDA087214,GRAHAM DM,PHENDIMETRAZINE TARTRATE,001,No,,No,"CAPSULE, EXTENDED RELEASE",ORAL,Discontinued
ANDA087225,WARNER CHILCOTT,LABID,001,No,,No,"TABLET, EXTENDED RELEASE",ORAL,Discontinued
ANDA087233,WATSON LABS,ERGOLOID MESYLATES,001,No,,No,TABLET,SUBLINGUAL,Discontinued
ANDA087277,WATSON LABS,ACETAMINOPHEN AND CODEINE PHOSPHATE,001,No,,No,TABLET,ORAL,Discontinued
ANDA087293,MUTUAL PHARM,CHLORTHALIDONE,001,No,,No,TABLET,ORAL,Discontinued
ANDA087297,VITARINE,GLUTETHIMIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA087305,MAST MM,PHENAZINE,001,No,,No,TABLET,ORAL,Discontinued
ANDA087315,ALPHARMA US PHARMS,HYDROCORTISONE,001,No,,No,LOTION,TOPICAL,Discontinued
ANDA087317,ALPHARMA US PHARMS,HYDROCORTISONE,001,No,,No,LOTION,TOPICAL,Discontinued
ANDA087324,ROXANE,ISOETHARINE HYDROCHLORIDE,001,No,,No,SOLUTION,INHALATION,Discontinued
NDA018389,MERCK,ALDOMET,001,No,,No,SUSPENSION,ORAL,Discontinued
ANDA087431,LYPHOMED,AMINOPHYLLINE,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA087450,DAVA PHARMS INC,CHLORTHALIDONE,001,No,,No,TABLET,ORAL,Discontinued
ANDA087501,ROXANE,AMINOPHYLLINE,001,No,,No,TABLET,ORAL,Discontinued
ANDA087502,PARKE DAVIS,PROCAN,001,No,,No,CAPSULE,ORAL,Discontinued
NDA018405,DURAMED RES,AYGESTIN,001,Yes,,No,TABLET,ORAL,Discontinued
ANDA087514,PHARM ASSOC,TRIPROLIDINE HYDROCHLORIDE,001,No,,No,SYRUP,ORAL,Discontinued
ANDA087520,PHARM ASSOC,CHLORPHENIRAMINE MALEATE,001,No,,No,SYRUP,ORAL,Discontinued
ANDA087532,INTL MEDICATION,HYDROCORTISONE SODIUM SUCCINATE,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA087535,ORGANON USA INC,METHYLPREDNISOLONE,002,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA087535,ORGANON USA INC,METHYLPREDNISOLONE,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA087564,SUN PHARM INDUSTRIES,ISOSORBIDE DINITRATE,001,No,,No,TABLET,ORAL,Discontinued
ANDA087566,MD PHARM,CYPROHEPTADINE HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA087590,SUPERPHARM,METHOCARBAMOL,001,No,,No,TABLET,ORAL,Discontinued
ANDA087620,VANGARD,MECLIZINE HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA087628,SHIRE,ANOQUAN,001,No,,No,CAPSULE,ORAL,Discontinued
ANDA087656,PAR PHARM,HYDROXYZINE PAMOATE,001,No,,No,CAPSULE,ORAL,Discontinued
ANDA087665,BARR,SULFINPYRAZONE,001,No,,No,TABLET,ORAL,Discontinued
ANDA087668,WATSON LABS,DEXAMETHASONE SODIUM PHOSPHATE,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA087672,PHARMOBEDIENT,METHYCLOTHIAZIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA087687,ASCOT,SPIRONOLACTONE,001,No,,No,TABLET,ORAL,Discontinued
NDA018440,ABRAXIS PHARM,M.V.C. 9+3,002,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA087709,LEDERLE,"RESERPINE, HYDROCHLOROTHIAZIDE, AND HYDRALAZINE HYDROCHLORIDE",001,No,,No,TABLET,ORAL,Discontinued
ANDA087736,HIKMA INTL PHARMS,CHLOROTHIAZIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA087750,CHARTWELL,VIRILON,001,No,,No,CAPSULE,ORAL,Discontinued
ANDA087751,USL PHARMA,HYDRALAZINE HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA087763,GRAHAM DM,SOMOPHYLLIN-CRT,001,No,,No,"CAPSULE, EXTENDED RELEASE",ORAL,Discontinued
ANDA087770,IVAX PHARMS,SULFINPYRAZONE,001,No,,No,CAPSULE,ORAL,Discontinued
ANDA087777,TEVA,PHENTERMINE HYDROCHLORIDE,001,No,,No,CAPSULE,ORAL,Discontinued
ANDA087783,WEST WARD,CHLORPROMAZINE HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA087795,ACTAVIS MID ATLANTIC,HYDROCORTISONE,001,No,,No,CREAM,TOPICAL,Prescription
ANDA087798,ACTAVIS MID ATLANTIC,TRIAMCINOLONE ACETONIDE,001,No,,No,CREAM,TOPICAL,Discontinued
ANDA087805,CHARTWELL RX,PHENTERMINE HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA087821,KV PHARM,HYDROXYZINE HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA087837,USL PHARMA,QUINIDINE SULFATE,001,No,,No,TABLET,ORAL,Discontinued
ANDA087848,ABBVIE,ATROPINE AND DEMEROL,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA087875,VANGARD,PROCAINAMIDE HYDROCHLORIDE,001,No,,No,CAPSULE,ORAL,Discontinued
ANDA087893,SANOFI AVENTIS US,SLO-BID,001,No,,No,"CAPSULE, EXTENDED RELEASE",ORAL,Discontinued
ANDA087904,SMITH AND NEPHEW,HEPARIN LOCK FLUSH,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA087912,PHARMAFAIR,TRIAMCINOLONE ACETONIDE,001,No,,No,CREAM,TOPICAL,Discontinued
ANDA087914,HALSEY,DIPHENHYDRAMINE HYDROCHLORIDE,001,No,,No,CAPSULE,ORAL,Discontinued
ANDA087936,ARMOUR PHARM,ISOPROTERENOL HYDROCHLORIDE,001,No,,No,SOLUTION,INHALATION,Discontinued
ANDA087948,PARKE DAVIS,SPIRONOLACTONE W/ HYDROCHLOROTHIAZIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA087956,HOSPIRA,VITAMIN K1,001,No,,No,INJECTABLE,INJECTION,Discontinued
ANDA087964,USL PHARMA,BROMPHENIRAMINE MALEATE,001,No,,No,ELIXIR,ORAL,Discontinued
ANDA087998,PUREPAC PHARM,SPIRONOLACTONE,001,No,,No,TABLET,ORAL,Discontinued
ANDA088038,VANGARD,CHLORPROMAZINE HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA088091,MORTON GROVE,TRIAMCINOLONE ACETONIDE,001,No,,No,OINTMENT,TOPICAL,Discontinued
ANDA088095,MORTON GROVE,TRIAMCINOLONE ACETONIDE,001,No,,No,CREAM,TOPICAL,Discontinued
ANDA088107,PUREPAC PHARM,AMITRIPTYLINE HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA088109,HIKMA,METHADONE HYDROCHLORIDE,001,No,,No,TABLET,ORAL,Prescription
ANDA088109,HIKMA,METHADONE HYDROCHLORIDE,002,No,,No,TABLET,ORAL,Prescription
ANDA088124,ASTRAZENECA,SORBITRATE,001,No,,No,TABLET,ORAL,Discontinued
ANDA088164,ANI PHARMS,CHLORTHALIDONE,001,No,,No,TABLET,ORAL,Discontinued
ANDA088176,PAR PHARM,CHLORPROPAMIDE,001,No,,No,TABLET,ORAL,Discontinued
ANDA088188,DEY,ISOETHARINE HYDROCHLORIDE,001,No,,No,SOLUTION,INHALATION,Discontinued
ANDA088199,UDL,FOLIC ACID,001,No,,No,TABLET,ORAL,Discontinued
ANDA088207,WATSON LABS,GERIMAL,001,No,,No,TABLET,ORAL,Discontinued
ANDA088221,VALEANT PHARM INTL,FLUOXYMESTERONE,001,No,,No,TABLET,ORAL,Discontinued
